title,UMAP1,UMAP2
In situ visualization of newly synthesized proteins in environmental microbes using amino acid tagging and click chemistry,3.5693376,10.733015
Insertion Sequences Revisited,5.398697,1.6107702
Evolution and structural organization of the mitochondrial contact site (MICOS) complex and the mitochondrial intermembrane space bridging (MIB) complex,5.87478,1.617943
Molecular and functional characterization of the Salmonella invasion gene invA: homology of InvA to members of a new protein family,6.1877966,1.9642527
Use of Ultrafiltration To Isolate Viruses from Seawater Which Are Pathogens of Marine Phytoplankton,-0.5382227,6.5405145
Intercellular wiring enables electron transfer between methanotrophic archaea and bacteria,-0.525152,5.2162313
The emerging complexity of gene fusions in cancer,7.2604833,3.5488272
Microbial Diversity in a Hydrocarbon- and Chlorinated-Solvent-Contaminated Aquifer Undergoing Intrinsic Bioremediation,3.499264,8.74716
Recalibrated linkage map of Escherichia coli K-12,8.325139,2.3636951
Stable carbon isotope analysis of nucleic acids to trace sources of dissolved substrates used by estuarine bacteria,3.5098522,10.742258
Reduced virulence of a defined pneumolysin-negative mutant of Streptococcus pneumoniae,5.90336,3.3031013
Noncoding RNA gene detection using comparative sequence analysis,9.992156,5.744555
Scaling laws predict global microbial diversity,2.6651807,6.701551
Transposon vectors containing non-antibiotic resistance selection markers for cloning and stable chromosomal insertion of foreign genes in gram-negative bacteria,6.2537274,0.79399055
There must be a prokaryote somewhere: microbiology's search for itself,6.050724,5.4527593
Errors and alternatives in reading the universal genetic code,4.3522725,10.26922
Nitrogen‐fixing bacteria associated with copepods in coastal waters of the N orth A tlantic O cean,-1.3002852,6.158436
"PHACCS, an online tool for estimating the structure and diversity of uncultured viral communities using metagenomic information",6.5113664,9.548296
PKS and NRPS gene clusters from microbial symbiont cells of marine sponges by whole genome amplification,6.0507836,10.058633
Marine diatom species harbour distinct bacterial communities,0.54927665,7.140026
Minimal genome: Worthwhile or worthless efforts toward being smaller?,7.3612256,3.9858885
Cold and Hot Extremozymes: Industrial Relevance and Current Trends,6.0624533,5.724033
"Fluorescent-oligonucleotide probing of whole cells for determinative, phylogenetic, and environmental studies in microbiology",3.4917288,10.697899
Integrated Genomic Characterization of Papillary Thyroid Carcinoma,2.972064,4.427133
"Thermococcus kodakarensis Genetics: TK1827-Encoded β-Glycosidase, New Positive-Selection Protocol, and Targeted and Repetitive Deletion Technology",8.265502,2.2778494
Horizontal gene transfer: building the web of life,4.5479407,4.586478
"Bacterial respiration: a flexible process for a changing environment 1999 Fleming Lecture (Delivered at the 144th meeting of the Society for General Microbiology, 8 September 1999)",2.361777,9.680569
Virus decay and its causes in coastal waters,-0.3929243,6.3461046
"Growing coffee: Psilanthus (Rubiaceae) subsumed on the basis of molecular and morphological data; implications for the size, morphology, distribution and evolutionary history of Coffea",5.571396,8.437744
Disentangling seasonal bacterioplankton population dynamics by high‐frequency sampling,1.7937762,7.0902367
Strategies for culture of 'unculturable' bacteria,5.289768,6.3359914
Diversity and functional analysis of proteorhodopsin in marine Flavobacteria,0.3169388,6.01168
"Dual staining of natural bacterioplankton with 4', 6-diamidino-2-phenylindole and fluorescent oligonucleotide probes targeting kingdom-level 16S rRNA sequences",3.4093556,10.888015
Concentration of viruses and dissolved DNA from aquatic environments by vortex flow filtration,3.1352715,11.039566
Comparison of prokaryotic diversity at offshore oceanic locations reveals a different microbiota in the Mediterranean Sea,1.2473357,7.9384127
"Biology of Frankia strains, actinomycete symbionts of actinorhizal plants",5.4310136,7.341729
A simulation comparison of phylogeny algorithms under equal and unequal evolutionary rates.,10.217936,7.5159883
Analyses of Intestinal Microbiota: Culture versus Sequencing: Figure 1,0.14642729,9.980303
DNA transposons have colonized the genome of the giant virus Pandoravirus salinus,2.264351,3.220515
Coupling the CRISPR/Cas9 System with Lambda Red Recombineering Enables Simplified Chromosomal Gene Replacement in Escherichia coli,7.360633,1.590236
A New Approach To Utilize PCR–Single-Strand-Conformation Polymorphism for 16S rRNA Gene-Based Microbial Community Analysis,2.5290892,8.671185
Genomic and metagenomic surveys of hydrogenase distribution indicate H2 is a widely utilised energy source for microbial growth and survival,0.9809642,4.938262
Single-Cell RNA-Seq with Waterfall Reveals Molecular Cascades underlying Adult Neurogenesis,6.712202,5.8061185
Why chloroplasts and mitochondria retain their own genomes and genetic systems: Colocation for redox regulation of gene expression,7.1754465,2.1076806
Eukaryotic plankton diversity in the sunlit ocean,-2.083556,6.7286277
Genome sequences of siphoviruses infecting marine Synechococcus unveil a diverse cyanophage group and extensive phage–host genetic exchanges,2.3661213,3.8381875
"A likelihood approach for comparing synonymous and nonsynonymous nucleotide substitution rates, with application to the chloroplast genome.",9.879813,6.460786
Microbial rhodopsins on leaf surfaces of terrestrial plants,2.20083,6.508602
Compact graphical representation of phylogenetic data and metadata with GraPhlAn,6.7102785,9.445375
Remarkable N2-fixing bacterial diversity detected in rice roots by molecular evolutionary analysis of nifH gene sequences,3.0876682,9.144985
BACTERIOPHAGE-RESISTANT MUTANTS IN ESCHERICHIA COLI,5.7034388,3.4734068
Selection for loss of tetracycline resistance by Escherichia coli,7.8244157,2.2963483
From culturomics to taxonomogenomics: A need to change the taxonomy of prokaryotes in clinical microbiology,6.2419343,8.160842
ICR-Induced Frameshift Mutations in the Histidine Operon of Salmonella,6.935553,1.6226918
Bayes Estimation of Species Divergence Times and Ancestral Population Sizes Using DNA Sequences From Multiple Loci,7.32171,9.294054
A Survey on Metric Learning for Feature Vectors and Structured Data,8.614496,4.8534875
Rapid Quantification of Mutant Fitness in Diverse Bacteria by Sequencing Randomly Bar-Coded Transposons,8.352045,2.3723958
Using pyrosequencing to shed light on deep mine microbial ecology,1.8296189,5.633923
Principles and Applications of Methods for DNA-Based Typing of Microbial Organisms,5.3143263,8.2823305
Stable isotope probing — linking microbial identity to function,3.8157957,10.517166
Denoising DNA deep sequencing data—high-throughput sequencing errors and their correction,8.4524355,9.527563
A global marine‐fixed nitrogen isotopic budget: Implications for Holocene nitrogen cycling,-1.7965449,6.276473
Colonic bacterial composition in Parkinson's disease,-1.2150372,10.49425
Genomes of marine cyanopodoviruses reveal multiple origins of diversity,2.4183745,3.8795888
"Using linkage maps to correct and scaffold de novo genome assemblies: methods, challenges, and computational tools",7.956086,9.0654545
Global regulation of gene expression in Escherichia coli,6.9340744,1.7936912
Method for the isolation of the replication region of a bacterial replicon: construction of a mini-F'kn plasmid,5.8339934,0.4994821
Open Questions on the Origin of Eukaryotes,4.001078,5.05233
High abundance of Crenarchaeota in a temperate acidic forest soil,2.3332565,8.705164
Phylogenetic analysis of the spirochetes,4.149838,8.924699
Origins of bacterial diversity through horizontal genetic transfer and adaptation to new ecological niches,3.0739481,3.8253686
Selfish Operons: Horizontal Transfer May Drive the Evolution of Gene Clusters,7.717084,2.5999641
Single cell activity reveals direct electron transfer in methanotrophic consortia,-0.6369936,5.489595
"Pluses and minuses of ammonium and nitrate uptake and assimilation by phytoplankton and implications for productivity and community composition, with emphasis on nitrogen-enriched conditions",-0.7799304,7.6481023
"Uncovering the novel characteristics of Asian honey bee, Apis cerana, by whole genome sequencing",7.2636456,6.8605556
A small diffusible signal molecule is responsible for the global control of virulence and exoenzyme production in the plant pathogen Erwinia carotovora.,7.1975536,1.7155946
The paradox of marine heterotrophic nitrogen fixation: abundances of heterotrophic diazotrophs do not account for nitrogen fixation rates in the E astern T ropical S outh P acific,-2.608,6.744595
Genetic and functional properties of uncultivated thermophilic crenarchaeotes from a subsurface gold mine as revealed by analysis of genome fragments,3.2206833,8.718848
Recent Evidence for Evolution of the Genetic Code,7.8958926,2.5137336
Life under extreme energy limitation: a synthesis of laboratory- and field-based investigations,-0.4813917,6.228329
Nucleotide sequence of an Escherichia coli chromosomal hemolysin,6.000177,0.93950784
A codon-based model of nucleotide substitution for protein-coding DNA sequences.,10.056643,6.842234
Prophages and bacterial genomics: what have we learned so far?,3.0566142,3.5482204
Functions of the gene products of Escherichia coli,7.897336,2.95312
Monitoring the enrichment and isolation of sulfate-reducing bacteria by using oligonucleotide hybridization probes designed from environmentally derived 16S rRNA sequences,3.3598905,9.71196
"Genomic sequence of a Lyme disease spirochaete, Borrelia burgdorferi",4.3741755,2.4960046
Pathogenesis of Shiga-Toxin Producing Escherichia coli,5.4600744,2.1544201
Patients Tested at a Laboratory for Hereditary Cancer Syndromes Show an Overlap for Multiple Syndromes in Their Personal and Familial Cancer Histories,-1.0490483,10.472212
Endosymbiosis and Eukaryotic Cell Evolution,4.5109653,4.7099648
Biogeographic partitioning of S outhern O cean microorganisms revealed by metagenomics,-1.6824462,6.7377987
Rapid bacterial genome sequencing: methods and applications in clinical microbiology,7.332997,7.02034
A combined genetic and physical map of the Streptomyces coelicolor A3 (2) chromosome,6.2484317,0.49926922
THE ROLE AND EVOLUTION OF SUPEROXIDE DISMUTASES IN ALGAE 1,3.9420874,4.893805
Marine viruses and global climate change,-0.8557431,7.9765897
Cultivating the uncultured,3.9232876,6.6889877
Look@NanoSIMS – a tool for the analysis of nanoSIMS data in environmental microbiology,7.838879,9.151067
"Human microbiomes and their roles in dysbiosis, common diseases, and novel therapeutic approaches",-0.2029154,9.990701
Biodiversity and distribution of polar freshwater DNA viruses,1.0275813,3.0046842
"Cloning, mapping, and characterization of the Escherichia coli prc gene, which is involved in C-terminal processing of penicillin-binding protein 3",6.701325,1.712285
Kingdom protozoa and its 18 phyla,9.085791,6.611811
Broad-host-range vectors for delivery of TnphoA: use in genetic analysis of secreted virulence determinants of Vibrio cholerae,6.878702,1.2136573
Genome sequence of the endocellular bacterial symbiont of aphids Buchnera sp. APS,4.0804076,2.7652762
Phage–bacteria relationships and CRISPR elements revealed by a metagenomic survey of the rumen microbiome,1.8579899,2.9550972
A functional perspective on phenotypic heterogeneity in microorganisms,5.1305213,6.795617
A collection of strains containing genetically linked alternating antibiotic resistance elements for genetic mapping of Escherichia coli,7.0750694,1.5522559
Complex archaea that bridge the gap between prokaryotes and eukaryotes,3.8876176,4.6265545
Synthetic biosensors for precise gene control and real-time monitoring of metabolites,7.316534,3.5770402
Phosphorus physiological ecology and molecular mechanisms in marine phytoplankton,-0.8180176,6.8432817
Complete genome sequence of Methanobacterium thermoautotrophicum deltaH: functional analysis and comparative genomics,3.5228138,8.471169
