title,UMAP1,UMAP2
Introducing EzTaxon-e: a prokaryotic 16S rRNA gene sequence database with phylotypes that represent uncultured species,6.143447,8.044919
Genetic Techniques for the Archaea,5.646091,5.888467
Why are some microbes more ubiquitous than others? Predicting the habitat breadth of soil bacteria,2.505024,6.4147406
UniProt: the Universal Protein knowledgebase,10.123109,6.8135114
The bacterial species dilemma and the genomic–phylogenetic species concept,5.481125,8.315389
A genetic manipulation system for oceanic cyanobacteria of the genus Synechococcus,5.5635943,5.834583
Single-nucleotide discrimination in immobilized DNA oligonucleotides with a biological nanopore,6.018051,0.5622488
Replicational and transcriptional selection on codon usage in Borrelia burgdorferi,7.6101136,2.114728
Trace Metal Requirements for Microbial Enzymes Involved in the Production and Consumption of Methane and Nitrous Oxide,-0.4937263,5.2386627
PHYLOGENIES FROM MOLECULAR SEQUENCES: INFERENCE AND RELIABILITY,9.917165,7.8042836
TRANSDUCTIONAL HETEROGENOTES IN ESCHERICHIA COLI,6.0160875,0.41678843
"Incorporating Molecular Evolution into Phylogenetic Analysis, and a New Compilation of Conserved Polymerase Chain Reaction Primers for Animal Mitochondrial DNA",9.099238,6.6079082
Proteorhodopsin photosystem gene clusters exhibit co‐evolutionary trends and shared ancestry among diverse marine microbial phyla,3.035086,3.9729292
Singlet oxygen and photo‐oxidative stress management in plants and algae,4.446655,5.53699
Initiation of enzymatic replication at the origin of the Escherichia coli chromosome: primase as the sole priming enzyme.,5.427482,0.5323802
Synthetic biology—putting engineering into biology,7.5699735,5.0683427
16S ribosomal DNA amplification for phylogenetic study,3.730869,8.999639
16S Ribosomal DNA Sequence Analysis of a Large Collection of Environmental and Clinical Unidentifiable Bacterial Isolates,6.251717,8.710897
Multiple antibiotic resistance in Pseudomonas aeruginosa: evidence for involvement of an efflux operon,6.559042,1.7129403
Mapping and quantifying mammalian transcriptomes by RNA-Seq,6.2267447,10.055943
"Production and dissolution of biogenic silica in the ocean: Revised global estimates, comparison with regional data and relationship to biogenic sedimentation",-1.9557477,6.313499
Stratified Communities of Active Archaea in Deep Marine Subsurface Sediments,1.065711,7.7940354
Natural Assemblages of Marine Proteobacteria and Members of the Cytophaga-Flavobacter Cluster Consuming Low- and High-Molecular-Weight Dissolved Organic Matter,0.08819374,6.6003704
Probing activated sludge with oligonucleotides specific for proteobacteria: inadequacy of culture-dependent methods for describing microbial community structure,3.4613354,10.260691
The diversity and biogeography of soil bacterial communities,1.8269079,7.2066154
The Phage Proteomic Tree: a Genome-Based Taxonomy for Phage,1.954891,2.2213428
Autotrophic CO2 fixation pathways in archaea (Crenarchaeota),-0.2201328,5.239899
"The influence of soil pH on the diversity, abundance and transcriptional activity of ammonia oxidizing archaea and bacteria",0.9209595,6.5526237
Exploring prokaryotic diversity in the genomic era.,2.6419227,6.991743
"Identification of single bacterial cells using digoxigenin-labelled, rRNA-targeted oligonucleotides",3.4421856,10.87091
The Ribosomal Database Project: improved alignments and new tools for rRNA analysis,9.282796,9.245794
Annually reoccurring bacterial communities are predictable from ocean conditions,2.212056,6.948867
I-TASSER server for protein 3D structure prediction,10.711769,5.2840075
LAGAN and Multi-LAGAN: Efficient Tools for Large-Scale Multiple Alignment of Genomic DNA,9.030305,9.680345
"Conditional-Replication, Integration, Excision, and Retrieval Plasmid-Host Systems for Gene Structure-Function Studies of Bacteria",6.3412747,0.77601516
Evolution of the Chaperone/Usher Assembly Pathway: Fimbrial Classification Goes Greek,9.092448,6.6736712
EnrichNet: network-based gene set enrichment analysis,10.290102,8.185585
Specific Ribosomal DNA Sequences from Diverse Environmental Settings Correlate with Experimental Contaminants,2.9877687,8.708433
Ribosomal multilocus sequence typing: universal characterization of bacteria from domain to strain,6.1929593,8.355914
PERSPECTIVE: DETECTING ADAPTIVE MOLECULAR POLYMORPHISM: LESSONS FROM THE MHC,8.106614,7.5144324
Genome-Wide Analysis of the ERF Gene Family in Arabidopsis and Rice,5.5377774,1.4986544
Intriguing diversity among diazotrophic picoplankton along a Mediterranean transect: a dominance of rhizobia,-2.621202,6.642855
Functional Genomics: Expression Analysis of Escherichia coli Growing on Minimal and Rich Media,7.6217585,2.4788496
The COG database: an updated version includes eukaryotes,9.753699,6.790392
Relationship between Abundance and Specific Activity of Bacterioplankton in Open Ocean Surface Waters,1.6067065,7.193056
Asymmetric directional mutation pressures in bacteria,6.9980197,1.7041012
The molecular ecologist's guide to expressed sequence tags,6.9985228,6.084607
Design and Evaluation of Useful Bacterium-Specific PCR Primers That Amplify Genes Coding for Bacterial 16S rRNA,3.4136717,9.925915
ARB: a software environment for sequence data,10.118586,8.082902
ARB: A Software Environment for Sequence Data,7.8842244,9.418226
Fragment assembly with short reads,8.489729,10.149297
"Distribution, diversity and evolution of the bacterial mercury resistance (mer) operon",7.47258,2.6990876
Type IV pilus biogenesis and motility in the cyanobacterium Synechocystis sp. PCC6803,7.0069013,1.8936025
Protein engineering of antibody binding sites: recovery of specific activity in an anti-digoxin single-chain Fv analogue produced in Escherichia coli.,6.261627,1.4089102
The fragment assembly string graph,8.461995,10.189435
Cd-hit: a fast program for clustering and comparing large sets of protein or nucleotide sequences,9.746164,8.766162
Reduced diversity of faecal microbiota in Crohn's disease revealed by a metagenomic approach,-1.2123536,10.828307
"Genomics, gene expression and DNA arrays",7.881548,7.3910713
"The Transient Phase Between Growth and Nongrowth of Heterotrophic Bacteria, with Emphasis on the Marine Environment",-0.1315225,6.9761705
IMG/M: a data management and analysis system for metagenomes,7.706323,10.68037
Illuminating Microbial Dark Matter in Meromictic Sakinaw Lake,2.2715654,7.8971963
Analysis of ammonia-oxidizing bacteria of the beta subdivision of the class Proteobacteria in coastal sand dunes by denaturing gradient gel electrophoresis and sequencing of PCR-amplified 16S ribosomal DNA fragments,2.2004673,8.639043
DEG: a database of essential genes,7.970238,2.956908
Advanced sequencing technologies and their wider impact in microbiology,7.4698596,7.291323
The Ribosomal Database Project (RDP-II) : previewing a new autoaligner that allows regular updates and the new prokaryotic taxonomy,9.652047,7.182284
A Hidden Markov Model approach to variation among sites in rate of evolution,10.242188,7.5038576
Raman‐FISH: combining stable‐isotope Raman spectroscopy and fluorescence in situ hybridization for the single cell analysis of identity and function,3.5506506,10.777515
Defining the human microbiome,0.12856044,9.967525
Phylogenetic diversity of subsurface marine microbial communities from the Atlantic and Pacific Oceans,2.6161842,8.817412
Assessing and Improving Methods Used in Operational Taxonomic Unit-Based Approaches for 16S rRNA Gene Sequence Analysis,7.726242,9.561653
A Draft Sequence of the Rice Genome (Oryza sativa L. ssp. indica),2.298448,4.095343
Comparative Genometrics (CG) : a database dedicated to biometric comparisons of whole genomes,9.840687,7.911602
MetaGene: prokaryotic gene finding from environmental genome shotgun sequences,8.116362,9.898907
Functional Soil Microbiome: Belowground Solutions to an Aboveground Problem,-0.4059112,9.953987
High-Density Microarray of Small-Subunit Ribosomal DNA Probes,6.305178,10.143594
Growth and Population Dynamics of Anaerobic Methane-Oxidizing Archaea and Sulfate-Reducing Bacteria in a Continuous-Flow Bioreactor,-0.7051616,5.487435
Feedback Interactions between Trace Metal Nutrients and Phytoplankton in the Ocean,-0.9800733,6.535978
"Methane emissions from wetlands: biogeochemical, microbial, and modeling perspectives from local to global scales",3.8281739,6.4876447
Biodiversity and functional genomics in the human microbiome,-0.1952148,10.161663
"Unifying the analysis of high-throughput sequencing datasets: characterizing RNA-seq, 16S rRNA gene sequencing and selective growth experiments by compositional data analysis",8.436457,9.589514
Unsupervised statistical clustering of environmental shotgun sequences,9.338878,9.902701
"Revealing the uncultivated majority: combining DNA stable‐isotope probing, multiple displacement amplification and metagenomic analyses of uncultivated Methylocystis in acidic peatlands",6.0665526,10.103243
The Fecal Virome of Pigs on a High-Density Farm,1.935289,1.4737616
Analysis of yeast protein kinases using protein chips,9.685729,4.3554034
Conserved Shifts in the Gut Microbiota Due to Gastric Bypass Reduce Host Weight and Adiposity,-1.1826224,9.020849
The genome and structural proteome of an ocean siphovirus: a new window into the cyanobacterial 'mobilome',2.6251154,3.6031046
"Evolution of the core and pan-genome of Streptococcus: positive selection, recombination, and genome composition",3.0503767,3.7738914
Enumeration and Cell Cycle Analysis of Natural Populations of Marine Picoplankton by Flow Cytometry Using the Nucleic Acid Stain SYBR Green I,3.2230477,10.942725
Analyzing genomes with cumulative skew diagrams,5.3614492,1.0475554
Insights into the evolution of Archaea and eukaryotic protein modifier systems revealed by the genome of a novel archaeal group,3.2808852,8.484984
Phylogenetic and functional marker genes to study ammonia-oxidizing microorganisms (AOM) in the environment,0.01028948,5.4729834
CYCLE Is a Second bHLH-PAS Clock Protein Essential for Circadian Rhythmicity and Transcription of Drosophila period and timeless,7.4752145,1.8677719
INDELible: A Flexible Simulator of Biological Sequence Evolution,10.378303,7.775392
Structure and Functions of the Bacterial Microbiota of Plants,-0.7308995,10.304051
Determination of bacterial load by real-time PCR using a broad-range (universal) probe and primers set,3.5248435,10.533612
Next-Generation Sequence Assembly: Four Stages of Data Processing and Computational Challenges,7.9459314,8.892524
A conserved MYB transcription factor involved in phosphate starvation signaling both in vascular plants and in unicellular algae,5.9166317,1.135528
Evidence for the Ubiquity of Mixotrophic Bacteria in the Upper Ocean: Implications and Consequences,-0.6644145,5.298717
Hybrid error correction and de novo assembly of single-molecule sequencing reads,8.267202,10.399872
Assessing sequence comparison methods with reliable structurally identified distant evolutionary relationships,10.239055,7.927332
"Modularity of methylotrophy, revisited",5.510463,5.6765037
Dyneins Across Eukaryotes: A Comparative Genomic Analysis,3.3684242,3.8404825
Deciphering the biology of Mycobacterium tuberculosis from the complete genome sequence,4.3285956,2.8064768
Photophysiology of the marine cyanobacterium Prochlorococcus: Ecotypic differences among cultured isolates,0.253768,6.606384
A DNA Sequence–Based Approach To the Identification of Shark and Ray Species and Its Implications for Global Elasmobranch Diversity and Parasitology,6.086216,8.6152525
A Genome-Wide Survey of Human Pseudogenes,3.6365364,8.551002
Enhanced multiplex genome engineering through co-operative oligonucleotide co-selection,7.2009153,1.7918086
The Development and Application of Optogenetics,6.3206215,5.421224
WebLogo: A Sequence Logo Generator: Figure 1,10.270359,8.502381
PROKARYOTIC DNA REPLICATION SYSTEMS,5.1283965,1.0762982
Complete genome sequence of the alkaliphilic bacterium Bacillus halodurans and genomic sequence comparison with Bacillus subtilis,2.7819111,3.8955345
New perspectives on anaerobic methane oxidation,-0.5093897,5.192281
Bellerophon: a program to detect chimeric sequences in multiple sequence alignments,7.028879,10.195576
Bacterial Genome Instability,2.9502501,3.6779048
Physiology and Diversity of Ammonia-Oxidizing Archaea,0.09596938,5.2089996
"Hyperthermophilic Enzymes: Sources, Uses, and Molecular Mechanisms for Thermostability",6.888865,4.0491605
Microbial Extremophiles at the Limits of Life,4.99577,6.32881
High-Fat Diet Determines the Composition of the Murine Gut Microbiome Independently of Obesity,-1.2663769,9.515373
Gapped BLAST and PSI-BLAST: a new generation of protein database search programs,9.731602,8.781828
Genome of the Extremely Radiation-Resistant Bacterium Deinococcus radiodurans Viewed from the Perspective of Comparative Genomics,4.264185,2.7065217
Accurate taxonomy assignments from 16S rRNA sequences produced by highly parallel pyrosequencers,7.1622186,9.774588
Oceanographic and Biogeochemical Insights from Diatom Genomes,1.4842316,4.4639263
Advancing high-throughput gene synthesis technology,7.0393686,5.6796746
Identification and Classification of Conserved RNA Secondary Structures in the Human Genome,10.227241,5.1535053
Sequence-based identification of microbial pathogens: a reconsideration of Koch's postulates,6.1708026,5.563054
Phylogenetic Composition of Bacterioplankton Assemblages from the Arctic Ocean,2.2064118,8.685603
Comparing function and structure between entire proteomes,9.963029,4.3458405
Iha: a Novel Escherichia coli O157:H7 Adherence-Conferring Molecule Encoded on a Recently Acquired Chromosomal Island of Conserved Structure,5.9669003,1.0381217
Lake microbial communities are resilient after a whole-ecosystem disturbance,-0.2554707,7.403185
Gene synthesis demystified,7.601039,7.2180915
Ubiquity and diversity of ammonia-oxidizing archaea in water columns and sediments of the ocean,0.61469823,6.6648846
Distinguishing Homologous from Analogous Proteins,10.052737,6.8384995
Carbon Concentrating Mechanisms in Eukaryotic Marine Phytoplankton,-0.7210114,5.879469
Metagenomics: Read Length Matters,6.88578,10.003984
Cyanobacterial photosynthesis in the oceans: the origins and significance of divergent light-harvesting strategies,-0.4786018,5.457645
Viral Control of Phytoplankton Populations—a Review 1,-0.7904055,7.9903417
Critical Evaluation of Two Primers Commonly Used for Amplification of Bacterial 16S rRNA Genes,6.02401,10.113949
TIGR Assembler: A New Tool for Assembling Large Shotgun Sequencing Projects,8.902254,9.780699
Occurrence of novel groups of the domain Bacteria as revealed by analysis of genetic material isolated from an Australian terrestrial environment,3.1943824,9.027954
Shuttle Vector Expression in Thermococcus kodakaraensis : Contributions of cis Elements to Protein Synthesis in a Hyperthermophilic Archaeon,7.9896255,2.2910895
"Tackling soil diversity with the assembly of large, complex metagenomes",7.622724,10.507877
The Human Microbiome: Our Second Genome,0.06655461,10.014912
Prokaryote diversity and taxonomy: current status and future challenges,5.448656,7.6565623
Differential amplification of rRNA genes by polymerase chain reaction,3.4841163,9.000768
Phage-Host Interaction: an Ecological Perspective,5.637519,5.977641
Role of macroscopic particles in deep-sea oxygen consumption,-1.0636938,6.5959525
Emergent Properties of Reduced-Genome Escherichia coli,7.1294985,1.7720759
Interactions between Diatoms and Bacteria,-0.7400933,6.4801025
"soxR, a locus governing a superoxide response regulon in Escherichia coli K-12",7.402149,2.0116212
Kraken: ultrafast metagenomic sequence classification using exact alignments,9.04626,9.6326475
Improvement of Phylogenies after Removing Divergent and Ambiguously Aligned Blocks from Protein Sequence Alignments,9.759953,8.722832
A comprehensive repertoire of prokaryotic species identified in human beings,0.12673338,9.997845
GeneMark.hmm: new solutions for gene finding,9.952739,8.169253
"Tight regulation, modulation, and high-level expression by vectors containing the arabinose PBAD promoter",7.6503987,2.0895975
EzTaxon: a web-based tool for the identification of prokaryotes based on 16S ribosomal RNA gene sequences,6.134775,8.34357
Viruses are essential agents within the roots and stem of the tree of life,2.5170856,2.055364
PCR Analysis of the Distribution of Unicellular Cyanobacterial Diazotrophs in the Arabian Sea,-2.4169385,6.9846964
Swarm: robust and fast clustering method for amplicon-based studies,7.1050572,9.734821
An evolutionary treasure: unification of a broad set of amidohydrolases related to urease,5.959547,1.5044221
Error correction of high-throughput sequencing datasets with non-uniform coverage,8.840205,10.242348
"Here is the evidence, now what is the hypothesis? The complementary roles of inductive and hypothesis‐driven science in the post‐genomic era",7.0113373,6.2360377
MAFFT Multiple Sequence Alignment Software Version 7: Improvements in Performance and Usability,10.243929,8.4909
Molecular barcodes for soil nematode identification,5.790801,9.92942
Vaginal Microbiome: Rethinking Health and Disease,-0.9116195,10.882314
Enzymatic and Genetic Characterization of Carbon and Energy Metabolisms by Deep-Sea Hydrothermal Chemolithoautotrophic Isolates of Epsilonproteobacteria,-0.3223921,5.096129
Analyzing and minimizing PCR amplification bias in Illumina sequencing libraries,7.8597383,10.124366
Bacteriophage T4 Genome,3.0095255,3.5366745
Pathogenomics of the Virulence Plasmids of Escherichia coli,4.373336,2.7426372
Selection-Driven Gene Loss in Bacteria,7.7899985,2.481234
Ultrafast clustering algorithms for metagenomic sequence analysis,7.306835,9.579347
Synthetic biology for the directed evolution of protein biocatalysts: navigating sequence space intelligently,8.474922,4.8222904
Metagenomic analysis of size-fractionated picoplankton in a marine oxygen minimum zone,1.8397849,4.61852
Widespread distribution of proteorhodopsins in freshwater and brackish ecosystems,1.6069791,4.733389
Skewer: a fast and accurate adapter trimmer for next-generation sequencing paired-end reads,8.615529,10.129136
Gene essentiality determines chromosome organisation in bacteria,7.43208,2.462871
Temporal Changes in Archaeal Diversity and Chemistry in a Mid-Ocean Ridge Subseafloor Habitat,1.4558045,7.5065517
A global network of coexisting microbes from environmental and whole-genome sequence data,2.389206,5.369321
The bacterial species definition in the genomic era,5.436324,7.6588383
Fluid Mechanics of Planktonic Microorganisms,5.9190483,5.8602467
Velvet: Algorithms for de novo short read assembly using de Bruijn graphs,8.686524,10.213668
Regulatory RNAs in photosynthetic cyanobacteria,7.3907566,2.5165904
Ecosystem-specific selection pressures revealed through comparative population genomics,2.3650267,5.1274505
New processes and players in the nitrogen cycle: the microbial ecology of anaerobic and archaeal ammonia oxidation,-0.1636704,5.3905616
Scoring function for automated assessment of protein structure template quality,10.8993225,5.058912
Elemental composition of marine Prochlorococcus and Synechococcus : Implications for the ecological stoichiometry of the sea,-0.6691866,5.3855
Behavior of restriction-modification systems as selfish mobile elements and their impact on genome evolution,4.774361,1.1450472
Viruses in the faecal microbiota of monozygotic twins and their mothers,-0.6632506,10.301792
How Many Genes Can Make a Cell: The Minimal-Gene-Set Concept,7.348439,2.5658927
Controlling basal expression in an inducible T7 expression system by blocking the target T7 promoter with lac repressor,7.3912106,1.8282671
A statistical framework for genomic data fusion,10.204811,8.472163
"The Human Genome Project: Past, Present, and Future",7.4584165,7.16569
"The pUC plasmids, an M13mp7-derived system for insertion mutagenesis and sequencing with synthetic universal primers",6.3891244,1.2709988
The Expanding World of Methylotrophic Metabolism,6.1656017,5.436341
Similarities and differences among 105 members of the Int family of site-specific recombinases,6.096162,1.483824
Frequentist Properties of Bayesian Posterior Probabilities of Phylogenetic Trees Under Simple and Complex Substitution Models,10.038619,7.4329
Linking microbial community structure with function: fluorescence in situ hybridization-microautoradiography and isotope arrays,3.868887,10.468984
"Proposal for a New Hierarchic Classification System, Actinobacteria classis nov.",5.501461,8.269202
Bioenergetics of photoheterotrophic bacteria in the oceans,-0.3904114,5.733609
Development of a Genetic System for Geobacter sulfurreducens,7.3942037,2.6923616
Poles Apart: Biodiversity and Biogeography of Sea Ice Bacteria,1.4866382,7.359322
Genomics of bacteria and archaea: the emerging dynamic view of the prokaryotic world,2.1811213,2.7131932
Multiple marker parallel tag environmental DNA sequencing reveals a highly complex eukaryotic community in marine anoxic water,6.2146025,9.784904
Fate of Heterotrophic Microbes in Pelagic Habitats: Focus on Populations,0.94896984,6.26246
The skin microbiome: Current perspectives and future challenges,-0.5741079,7.906277
Conjugative plasmids: vessels of the communal gene pool,7.358607,2.6991034
"FastME 2.0: A Comprehensive, Accurate, and Fast Distance-Based Phylogeny Inference Program: Table 1.",10.260946,7.902682
Comparative Genomics Yields Insights into Niche Adaptation of Plant Vascular Wilt Pathogens,2.7702885,3.860031
Isolation and identification of methanogen-specific DNA from blanket bog peat by PCR amplification and sequence analysis,3.2550488,9.035282
Reducing Assembly Complexity of Microbial\nGenomes with Single-Molecule Sequencing,8.1788025,10.282766
An STS-Based Map of the Human Genome,8.473357,9.206407
Human gut microbiome viewed across age and geography,-0.9475663,10.7977085
The ecology of CytophagaâFlavobacteria in aquatic environments,1.497971,7.1812515
A Gene-Coexpression Network for Global Discovery of Conserved Genetic Modules,7.9264092,2.730942
Statistical tests of models of DNA substitution,10.071986,8.533019
Green Evolution and Dynamic Adaptations Revealed by Genomes of the Marine Picoeukaryotes Micromonas,3.2354858,4.2087884
"Introducing DOTUR, a Computer Program for Defining Operational Taxonomic Units and Estimating Species Richness",6.228879,9.821901
Different SAR86 subgroups harbour divergent proteorhodopsins,2.044373,8.306377
"Bacterial and Archaeal Diversity in an Iron-Rich Coastal Hydrothermal Field in Yamagawa, Kagoshima, Japan",0.8028144,7.0192327
Structures and mechanisms of DNA restriction and modification enzymes,5.308653,0.6996469
Effects of viruses on nutrient turnover and growth efficiency of noninfected marine bacterioplankton,-0.6035317,6.107134
MetaGeneAnnotator: Detecting Species-Specific Patterns of Ribosomal Binding Site for Precise Gene Prediction in Anonymous Prokaryotic and Phage Genomes,7.79082,10.7431965
COBALT: constraint-based alignment tool for multiple protein sequences,9.977535,9.086424
SGD: Saccharomyces Genome Database,10.152513,7.8599606
Genome Degeneration and Adaptation in a Nascent Stage of Symbiosis,3.2325726,3.6849697
Targeted capture in evolutionary and ecological genomics,7.386629,7.088014
DNA sequences from the str operon of Escherichia coli.,7.003189,1.639375
"Genome‐wide analysis of integral membrane proteins from eubacterial, archaean, and eukaryotic organisms",5.2744913,1.0017686
The sequence of a large L1Md element reveals a tandemly repeated 5' end and several features found in retrotransposons.,3.6776338,8.665638
The Binning of Metagenomic Contigs for Microbial Physiology of Mixed Cultures,7.8129807,10.477064
Three Genomes from the Phylum Acidobacteria Provide Insight into the Lifestyles of These Microorganisms in Soils,0.97041756,4.8333526
Evolution and classification of the CRISPR–Cas systems,1.8801014,1.5155927
High abundance of diazotrophic picocyanobacteria (<3 μm) in a Southwest Pacific coral lagoon,-2.2372181,6.3494253
The phytoplanktonic ways of life,-0.3200244,7.0960145
Phaser crystallographic software,8.8048935,9.579837
The microglial sensome revealed by direct RNA sequencing,5.2371464,1.7106777
Genomic Insights into Bacterial DMSP Transformations,0.35745317,6.05464
When metagenomics meets stable-isotope probing: progress and perspectives,4.2914195,6.903223
An Improved General Amino Acid Replacement Matrix,10.168119,8.023663
Central Role of the Cell in Microbial Ecology,3.9715323,6.6505175
Siderophores from Neighboring Organisms Promote the Growth of Uncultured Bacteria,2.338278,9.703536
"The minimal cell genome: ""on being the right size"".",7.5059237,4.8145742
Microbial Community Composition of Wadden Sea Sediments as Revealed by Fluorescence In Situ Hybridization,0.9654362,7.7887173
Environmental control of open‐ocean phytoplankton groups: Now and in the future,-0.652393,7.833193
Proposed minimal standards for describing new taxa of the family Flavobacteriaceae and emended description of the family.,5.7441626,8.284125
Use of phytoplankton‐derived dissolved organic carbon by different types of bacterioplankton,-0.1595597,6.613215
Conservative Fragments in Bacterial 16S rRNA Genes and Primer Design for 16S Ribosomal DNA Amplicons in Metagenomic Studies,6.0069666,10.105261
Genomes of Stigonematalean Cyanobacteria (Subsection V) and the Evolution of Oxygenic Photosynthesis from Prokaryotes to Plastids,4.1332583,4.692321
"Efficient search, mapping, and optimization of multi‐protein genetic systems in diverse bacteria",9.290158,4.488045
α-Crystallin-Type Heat Shock Proteins: Socializing Minichaperones in the Context of a Multichaperone Network,6.891634,4.1265144
Consed: A Graphical Tool for Sequence Finishing,8.563971,10.16532
Experiments linking nitrogenase gene expression to nitrogen fixation in the North Pacific subtropical gyre,-2.6848428,6.4660864
Die Erweiterung des genetischen Codes,-1.187664,10.83091
Sequence Analysis of the Genome of the Unicellular Cyanobacterium Synechocystis sp. Strain PCC6803. II. Sequence Determination of the Entire Genome and Assignment of Potential Protein-coding Regions (Supplement),3.3409567,8.568534
The death and lysis of microorganisms in environmental processes,-0.4201115,7.800839
Scalable gene synthesis by selective amplification of DNA pools from high-fidelity microchips,8.468626,8.7558565
Phylogenetic analysis of eIF4E-family members,3.4675891,8.814618
Bacterial Chromosome Organization and Segregation,5.595345,0.68683267
Closely related phytoplankton species produce similar suites of dissolved organic matter,-0.7756338,6.1554213
Genome sequences of Chlamydia trachomatis MoPn and Chlamydia pneumoniae AR39,4.194248,2.6886048
Codon usage and tRNA content in unicellular and multicellular organisms.,7.7902837,2.5753744
Bioinformatics challenges of new sequencing technology,7.9471693,8.790785
Why repetitive DNA is essential to genome function,5.366181,1.5019246
Genetic comparisons reveal the same unknown bacterial lineages in Atlantic and Pacific bacterioplankton communities,2.3068488,8.739808
The role of lipids in photosystem II,7.228394,4.827536
GenDB--an open source genome annotation system for prokaryote genomes,9.605716,8.105979
Cohabiting family members share microbiota with one another and with their dogs,-0.6514735,10.426509
Quartet Puzzling: A Quartet Maximum-Likelihood Method for Reconstructing Tree Topologies,10.02009,7.747615
Essential Bacillus subtilis genes,7.73534,2.5484588
High-throughput diversity and functionality analysis of the gastrointestinal tract microbiota,-0.0993628,10.140303
CVTree3 Web Server for Whole-Genome-Based and Alignment-Free Prokaryotic Phylogeny and Taxonomy,6.2470307,7.989078
A CRISPR/Cas9 toolkit for multiplex genome editing in plants,9.382955,4.4524126
The Phloem-Limited Bacterium of Greening Disease of Citrus Is a Member of the Subdivision of the Proteobacteria,3.3597205,9.005109
UniFrac – An online tool for comparing microbial community diversity in a phylogenetic context,6.437427,9.397716
High-Throughput Metagenomic Technologies for Complex Microbial Community Analysis: Open and Closed Formats,4.8651724,6.4746847
"Functions, Compositions, and Evolution of the Two Types of Carboxysomes: Polyhedral Microcompartments That Facilitate CO 2 Fixation in Cyanobacteria and Some Proteobacteria",5.140375,0.8876989
Microbial oceanography of the dark ocean's pelagic realm,-0.7774867,6.071434
Roots Shaping Their Microbiome: Global Hotspots for Microbial Activity,2.6270041,6.9749107
Role of the gut microbiota in health and chronic gastrointestinal disease: understanding a hidden metabolic organ,-0.2436194,10.168971
Microbiological Safety of Drinking Water,5.807532,4.5761595
The coral core microbiome identifies rare bacterial taxa as ubiquitous endosymbionts,-0.6212938,10.587709
Uncultured soil bacteria are a reservoir of new antibiotic resistance genes,3.3179688,9.023198
Visualization and Enumeration of Marine Planktonic Archaea and Bacteria by Using Polyribonucleotide Probes and Fluorescent In Situ Hybridization,3.0774927,10.939737
"In-depth study of Mollivirus sibericum, a new 30, 000-y-old giant virus infecting Acanthamoeba",1.9003501,2.5982757
An improved dual-indexing approach for multiplexed 16S rRNA gene sequencing on the Illumina MiSeq platform,7.5354843,10.086111
An improved fluorescence in situ hybridization protocol for the identification of bacteria and archaea in marine sediments,3.0637114,10.937786
Novel Proteorhodopsin variants from the Mediterranean and Red Seas,1.9977511,8.679376
Cpf1 Is a Single RNA-Guided Endonuclease of a Class 2 CRISPR-Cas System,2.6779323,0.9445044
"On the origins of cells: a hypothesis for the evolutionary transitions from abiotic geochemistry to chemoautotrophic prokaryotes, and from prokaryotes to nucleated cells",3.941758,4.7520037
Seasonal and interannual variability in sources of nitrogen supporting export in the oligotrophic subtropical North Pacific Ocean,-2.1126063,6.389382
Molecular identification of potential pathogens in water and air of a hospital therapy pool,2.6261508,8.901657
Oligonucleotide microchips as genosensors for determinative and environmental studies in microbiology,3.4397733,10.879674
Prediction of complete gene structures in human genomic DNA,7.9143987,10.706897
CAP3: A DNA Sequence Assembly Program,8.722389,10.3206415
The hidden seasonality of the rare biosphere in coastal marine bacterioplankton,1.8870913,7.088661
How Phosphotransferase System-Related Protein Phosphorylation Regulates Carbohydrate Metabolism in Bacteria,5.717586,1.3423247
Computer-simulated RFLP analysis of 16S rRNA genes: identification of ten new phytoplasma groups,6.1678467,8.379107
Symbiosis as an adaptive process and source of phenotypic complexity,4.0650115,4.3424306
A microbial consortium couples anaerobic methane oxidation to denitrification,-0.5576209,5.259577
Diet rapidly and reproducibly alters the human gut microbiome,-1.2143075,9.3373995
"An Introduction to Sequence Similarity (""Homology"") Searching",3.4129803,8.870018
PSICOV: precise structural contact prediction using sparse inverse covariance estimation on large multiple sequence alignments,10.910539,5.1814
Molecular and biogeochemical evidence for ammonia oxidation by marine Crenarchaeota in the Gulf of California,0.80031866,6.6483703
Metabolic Engineering of Poly (3-Hydroxyalkanoates) : From DNA to Plastic,6.25762,5.078007
Influence of the Amazon River plume on distributions of free‐living and symbiotic cyanobacteria in the western tropical north Atlantic Ocean,-2.405751,6.840876
The metagenomics of soil,3.3957012,6.867401
An obesity-associated gut microbiome with increased capacity for energy harvest,-1.2481076,9.355829
Structure and Function of Noncanonical Nucleobases,5.4736433,0.9760187
Recovery of crenarchaeotal ribosomal DNA sequences from freshwater-lake sediments,2.9766014,8.911388
Subtypes of Breast Cancer Show Preferential Site of Relapse,5.882572,3.1082418
Microbial Communities Associated with Anaerobic Benzene Degradation in a Petroleum-Contaminated Aquifer,0.1718111,6.382262
Fiji: an open-source platform for biological-image analysis,7.8748655,8.346689
Genome‐scale engineering for systems and synthetic biology,7.257182,4.382118
Bacterial production on humic and nonhumic components of dissolved organic carbon,-0.2627706,5.922121
Patterns and Implications of Gene Gain and Loss in the Evolution of Prochlorococcus,2.544767,3.9713454
A New Arenavirus in a Cluster of Fatal Transplant-Associated Diseases,6.4412127,10.151
