paper_id,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22
W2804910112,0.0267337,0.000801,0.2112163,0.0015257,0.0007967,0.0007087,0.0004963,0.0006697,0.0006704,0.0010842,0.0689226,0.2168951,0.0004265,0.0005376,0.2766159,0.0004605,0.0007711,0.1274786,0.0615077,0.0003431,0.0003217,0.0006907,0.0003263
W2111967267,0.0021368,0.0010874,0.0011155,0.1257658,0.0010814,0.0009621,0.0006738,0.0209958,0.0009101,0.0014722,0.0007607,0.0012587,0.0005789,0.0007298,0.0007236,0.0006251,0.8157077,0.0204582,0.0006733,0.0004658,0.0004367,0.0009376,0.000443
W3025757981,0.2712425,0.0011281,0.117348,0.0021121,0.001122,0.0009982,0.0006991,0.1088817,0.0009443,0.0015262,0.0459862,0.247108,0.0006007,0.0007572,0.0007508,0.0006486,0.001086,0.0010236,0.0201402,0.174011,0.0004531,0.0009728,0.0004596
W4392544734,0.0024079,0.735949,0.0012503,0.0309489,0.0012121,0.0010783,0.0007552,0.0010189,0.0010201,0.0353212,0.0008526,0.0014107,0.0006489,0.1790213,0.0008111,0.0007006,0.0011732,0.0011058,0.0007547,0.0005221,0.0004895,0.0010509,0.0004965
W2745006471,0.0025483,0.0013051,0.0013389,0.6726254,0.199495,0.0011548,0.0008088,0.0010912,0.0010924,0.001766,0.0009131,0.0015109,0.0006949,0.000876,0.0008686,0.0007503,0.0012564,0.1063552,0.0008082,0.0005591,0.0005242,0.0011255,0.0005317
W2993005136,0.1177809,0.1425936,0.0007262,0.2678239,0.000704,0.0006263,0.2485058,0.0005918,0.0005924,0.0763658,0.0004952,0.0681067,0.0003769,0.0004751,0.0004711,0.0549537,0.0006814,0.0006422,0.0004383,0.0158656,0.0002843,0.0006104,0.0002884
W2904384071,0.0024877,0.0012692,0.0013019,0.3565392,0.3255942,0.1427929,0.0007864,0.1277329,0.0010622,0.0017181,0.0008879,0.0289018,0.0006757,0.0008518,0.0008446,0.0007296,0.0012217,0.0011515,0.0007859,0.0005437,0.0005098,0.0010944,0.000517
W2889019390,0.0787226,0.0009132,0.0009369,0.1487102,0.0009082,0.000808,0.4193669,0.1558746,0.0007643,0.001236,0.0714214,0.0010573,0.0004862,0.0006129,0.0006077,0.000525,0.0008791,0.073091,0.0005655,0.0003912,0.0409623,0.0007874,0.000372
W2999376388,0.0019834,0.0622641,0.0010296,0.0018754,0.1852395,0.0008879,0.0006219,0.0897166,0.0498439,0.0013585,0.2565115,0.0011617,0.0005343,0.2703208,0.0006679,0.0005769,0.0009661,0.0009106,0.0006215,0.0004299,0.0712037,0.0008654,0.0004089
W2134153749,0.0024743,0.0012691,0.0013019,0.0023699,0.6169331,0.0011228,0.0007864,0.0316693,0.0010622,0.3297288,0.0008878,0.0014692,0.0006757,0.0008517,0.0008446,0.0007295,0.0012217,0.0011514,0.0007859,0.0005436,0.0005097,0.0010943,0.000517
W2118001436,0.0016829,0.0008533,0.0008755,0.0015992,0.0008486,0.0872127,0.0005288,0.0007134,0.2567304,0.0011554,0.1770564,0.122501,0.0004543,0.0005727,0.0488594,0.0004905,0.0008215,0.0007742,0.0005284,0.2657677,0.0003427,0.0007358,0.0288953
W2766358903,0.1748654,0.06435,0.0009279,0.2487996,0.0008995,0.0146658,0.0005605,0.0007562,0.000757,0.0012244,0.0006328,0.3846287,0.0004816,0.000607,0.0006019,0.0005199,0.0008707,0.0580303,0.0439217,0.0003874,0.0003633,0.0007799,0.0003685
W3177828909,0.1325535,0.7954952,0.0006988,0.0432942,0.0006774,0.018742,0.0004221,0.0005695,0.0005701,0.0009218,0.0004765,0.0007884,0.0003627,0.0004572,0.0004533,0.0003916,0.0006557,0.000618,0.0004218,0.0002918,0.0002736,0.0005874,0.0002775
W3006022816,0.0015341,0.0007806,0.0360747,0.0014628,0.2571552,0.1906017,0.0004837,0.0185494,0.0006534,0.1099752,0.0005461,0.1554734,0.0004156,0.0005239,0.0310039,0.0004488,0.1573952,0.0007083,0.0345749,0.0003344,0.0003136,0.0006731,0.000318
W2132341951,0.0019044,0.0874283,0.0009969,0.4498614,0.0009663,0.0008597,0.0006021,0.0008124,0.0008133,0.0553018,0.0006798,0.0236553,0.1594467,0.0006521,0.0006467,0.0005586,0.0009354,0.1971379,0.0006017,0.0004162,0.0144894,0.0008379,0.0003959
W3186179742,0.1084562,0.8361777,0.0010408,0.001909,0.0010089,0.0008976,0.0006287,0.0008482,0.0008491,0.001373,0.0007098,0.0193679,0.0005402,0.0006809,0.0006752,0.0005832,0.0009766,0.0205183,0.0006283,0.0004346,0.0004075,0.0008748,0.0004133
W1528357204,0.0180586,0.0340486,0.0006887,0.0012538,0.3045151,0.0005938,0.0004159,0.0005611,0.0580855,0.0009095,0.1359453,0.0007772,0.0003573,0.0563185,0.0004466,0.0003858,0.0006461,0.3841681,0.0004156,0.0002875,0.0002696,0.0005787,0.0002734
W2163266294,0.0783101,0.0940126,0.0017704,0.0032229,0.0017161,0.0736982,0.0010692,0.0014426,0.0014442,0.1209304,0.0012072,0.0019985,0.0009187,0.0011581,0.0011484,0.000992,0.6087031,0.0015656,0.0010686,0.0007392,0.0006931,0.001488,0.000703
W2151831732,0.0419009,0.1636937,0.0015137,0.2192261,0.0014672,0.0312713,0.0009143,0.5023977,0.0012349,0.0019971,0.0010322,0.0017076,0.0007856,0.0009902,0.0009819,0.0008482,0.0014203,0.0013386,0.0009137,0.000632,0.0005926,0.0225392,0.0006011
W2612812586,0.12528,0.0008229,0.0008442,0.3106103,0.2454839,0.0007281,0.0005099,0.000688,0.0006887,0.0459432,0.0005757,0.0009524,0.0004381,0.0005523,0.0005477,0.0217765,0.0007922,0.1203213,0.1056382,0.0003525,0.0003305,0.0157881,0.0003352
W2040424396,0.1097536,0.0006216,0.20751,0.0011678,0.1659414,0.00055,0.0003852,0.0005197,0.056536,0.0840091,0.0004349,0.0007197,0.000331,0.0506387,0.0911086,0.0003573,0.1171603,0.000564,0.0003849,0.0002663,0.020682,0.0489248,0.0414334
W2153283265,0.070215,0.0014507,0.0014883,0.0641103,0.1831542,0.0012835,0.0008989,0.0767573,0.0012142,0.1209344,0.0769781,0.0016792,0.0007724,0.0009736,0.0009655,0.000834,0.3255054,0.0668406,0.0008983,0.0006214,0.0005827,0.0012509,0.000591
W2132417094,0.0020157,0.0010261,0.1873368,0.0019286,0.0010205,0.0009079,0.0006359,0.0411082,0.0378798,0.5188219,0.0007179,0.0011879,0.0005464,0.0006887,0.0006829,0.0005899,0.0009878,0.000931,0.0006354,0.0004396,0.0004122,0.0008848,0.1986143
W2087671769,0.03416,0.0009928,0.0913843,0.0800179,0.0009874,0.0008784,0.0006152,0.0008301,0.000831,0.0013436,0.130555,0.3848103,0.0005286,0.0006663,0.237826,0.0005707,0.0009557,0.0009008,0.0006148,0.0288715,0.0003988,0.0008561,0.0004045
W4239833500,0.0030194,0.0252604,0.0015896,0.00291,0.1189381,0.0013709,0.0009601,0.0012954,0.0911696,0.0743727,0.001084,0.0017934,0.000825,0.0010399,0.0010312,0.0008907,0.0930385,0.5254893,0.0009595,0.0006637,0.0006223,0.0013361,0.0503402
W4396721167,0.0021838,0.7874316,0.0011292,0.1757678,0.0010947,0.0009739,0.0183024,0.0009203,0.0009213,0.0014895,0.0007701,0.0012742,0.0005861,0.0007388,0.0007326,0.0006328,0.0010596,0.0009987,0.0006816,0.0004715,0.0004421,0.0009492,0.0004484
W2304674135,0.1043325,0.1229699,0.0010647,0.1789375,0.0010322,0.0009183,0.0006431,0.0008677,0.0008687,0.2701126,0.0007261,0.0012014,0.0005526,0.0006966,0.0006907,0.0005966,0.3100252,0.0009416,0.0006427,0.0004446,0.0004169,0.0008949,0.0004228
W1971072534,0.0020618,0.0010501,0.0010774,0.0019627,0.2598926,0.0009292,0.0006507,0.0718153,0.32545,0.0353579,0.0007347,0.0012161,0.0005592,0.0653193,0.035446,0.0006037,0.0923832,0.0509937,0.0006503,0.0004499,0.0500628,0.0009056,0.0004278
W2127303481,0.0477023,0.0010148,0.0010411,0.0877463,0.0010092,0.0008979,0.3569171,0.067247,0.0008494,0.0013733,0.00071,0.0011749,0.0005403,0.0006811,0.0006754,0.0005834,0.0009769,0.3741874,0.0006284,0.0004347,0.0523209,0.0008751,0.0004134
W2041652393,0.003206,0.0016324,0.0016748,0.0030709,0.4588131,0.0014443,0.0010116,0.0013648,0.0013663,0.4726484,0.0011421,0.0018895,0.0008692,0.0010956,0.0010864,0.0009384,0.0015716,0.0014811,0.0010109,0.0006993,0.0006557,0.0014076,0.0399201
W2058947330,0.0018062,0.0009223,0.0009463,0.0017341,0.2793194,0.0008161,0.0627105,0.0007712,0.000772,0.1226119,0.0906568,0.081764,0.0004911,0.0006191,0.0006139,0.0005302,0.3495703,0.0008369,0.0005712,0.0003951,0.0003705,0.0007954,0.0003758
W1971403296,0.0032615,0.0016628,0.0017059,0.5483165,0.1183362,0.0223179,0.0208119,0.0441151,0.0013918,0.199956,0.0011634,0.025266,0.0008854,0.0011161,0.0011067,0.000956,0.0016008,0.0015088,0.0010298,0.0007123,0.0006679,0.0014339,0.0006775
W2944969418,0.0197993,0.0010879,0.001116,0.0750935,0.0010819,0.0009625,0.0006741,0.0240336,0.0009105,0.0014734,0.0007611,0.0012592,0.0005792,0.0007302,0.000724,0.0006254,0.8651431,0.000987,0.0006737,0.000466,0.000437,0.0009381,0.0004432
W1998704254,0.0164113,0.0008376,0.0008593,0.0015562,0.000833,0.0007411,0.000519,0.0007003,0.0740179,0.0011337,0.000586,0.1431928,0.000446,0.0005622,0.7272175,0.0004815,0.0008063,0.00076,0.0005187,0.0264197,0.0003364,0.0007223,0.0003412
W2113601822,0.0023289,0.0011877,0.0012185,0.1275432,0.201142,0.0010509,0.0788337,0.000993,0.0009941,0.0016096,0.0008309,0.1376759,0.0006324,0.0007972,0.321,0.0006828,0.0011434,0.0010776,0.0530628,0.0005088,0.0004771,0.0647258,0.0004839
W1954066341,0.0017763,0.000895,0.0009182,0.0016824,0.0008902,0.0007919,0.0005546,0.0007483,0.0007491,0.0012116,0.0006262,0.0010364,0.0004766,0.0006007,0.3306199,0.0005145,0.0008617,0.6014404,0.0005543,0.0003834,0.0003595,0.051944,0.0003646
W2100882223,0.0262182,0.0009133,0.000937,0.0017049,0.5320457,0.0008081,0.0408485,0.0007636,0.0382686,0.239548,0.0006389,0.0010571,0.0004863,0.000613,0.0006078,0.0530502,0.058179,0.0008286,0.0005656,0.0003912,0.0003668,0.0007875,0.0003721
W2166123725,0.2134336,0.0007484,0.0007678,0.0014169,0.2715148,0.0006622,0.0004638,0.0735913,0.0006264,0.038799,0.0744288,0.2491842,0.0003985,0.0005023,0.0004981,0.0004302,0.06982,0.000679,0.0004635,0.0003206,0.0003006,0.0006453,0.0003049
W2163048106,0.0523027,0.0006814,0.0250373,0.0012729,0.0006777,0.0006029,0.0004222,0.0005697,0.0005703,0.0009221,0.0004767,0.3111249,0.0003628,0.0004573,0.1857208,0.0003917,0.000656,0.3518053,0.0103162,0.0002919,0.0002737,0.0547858,0.0002776
W2031742656,0.0360435,0.0010261,0.0010528,0.0019199,0.4682207,0.319955,0.0345247,0.000858,0.0008589,0.0013898,0.0341476,0.0011881,0.0005464,0.0006887,0.0922807,0.0005899,0.0009878,0.0009311,0.0006355,0.0004396,0.0004122,0.0008849,0.0004181
W2125458111,0.0559074,0.0006213,0.0006375,0.1294271,0.1157382,0.0005497,0.0739776,0.0005195,0.0252301,0.000842,0.0004347,0.0007195,0.0003308,0.000417,0.0878989,0.0003572,0.0173835,0.1967052,0.0003848,0.0084152,0.0331025,0.2501473,0.0002531
W2099836442,0.0427754,0.018805,0.0009018,0.0016436,0.424839,0.0475556,0.0005447,0.0007349,0.0007357,0.2214009,0.0006149,0.0010174,0.000468,0.0005899,0.000585,0.0920495,0.1299406,0.0007975,0.0005443,0.0003765,0.0003531,0.0123687,0.0003581
W2129448726,0.001284,0.000652,0.0006691,0.2639509,0.0006484,0.0005768,0.000404,0.7245897,0.0005457,0.0008837,0.0004561,0.0007546,0.0003471,0.0004376,0.0004339,0.0003748,0.0006276,0.0005915,0.0004037,0.0002793,0.0002619,0.0005622,0.0002656
W2166064969,0.003635,0.0018667,0.001915,0.0034795,0.0018563,0.0016516,0.0011567,0.0015607,0.0015624,0.5725734,0.0013059,0.0021604,0.0009939,0.0012529,0.0012423,0.0010731,0.1256665,0.2163571,0.001156,0.0007996,0.0007498,0.0552247,0.0007605
W1869640752,0.1042407,0.0006618,0.0421996,0.0803552,0.0006581,0.0005855,0.0004101,0.0005532,0.0887436,0.0280114,0.0004629,0.0007662,0.0003523,0.0004441,0.0004404,0.0003804,0.4588028,0.0904442,0.0004098,0.0002835,0.0002658,0.1002589,0.0002696
W2012006993,0.0018214,0.0009232,0.0009471,0.0017206,0.0009181,0.0008168,0.0005721,0.0007718,0.2491113,0.0012497,0.3646909,0.0010685,0.0004916,0.0006196,0.0006144,0.0005307,0.0008887,0.0120836,0.0005717,0.0003955,0.0003708,0.0007961,0.3580257
